id,chr,r6start,r6stop,positive,H3_c12,H3_c14a,H3_c14c,H3_c8,H3K18ac_c12,H3K18ac_c14a,H3K18ac_c14c,H3K18ac_c8,H3K27ac_c12,H3K27ac_c14a,H3K27ac_c14c,H3K27ac_c8,H3K27me3_c12,H3K27me3_c14a,H3K27me3_c14c,H3K36me3_c12,H3K36me3_c14a,H3K36me3_c14c,H3K4me1_c12,H3K4me1_c14a,H3K4me1_c14c,H3K4me1_c8,H3K4me3_c12,H3K4me3_c14a,H3K4me3_c14c,H3K4me3_c8,H3K9ac_c12,H3K9ac_c14a,H3K9ac_c14c,H3K9ac_c8,H4K5ac_c12,H4K5ac_c14a,H4K5ac_c14c,H4K5ac_c8,H4K8ac_c12,H4K8ac_c14a,H4K8ac_c14c,H4K8ac_c8,input_c12,input_c14a,input_c14c,input_c8,wt_H3,wt_H3K18ac,wt_H3K4me1,wt_ZLD,bcd1,bcd2,cad1,D1,da2,dl3,ftz3,gt2,h1,h2,hb1,hb2,hkb1,hkb2,hkb3,kni1,kni2,kr1,kr2,mad2,med2,prdBQ,prdFQ,run1,run2,shn2,shn3,slp1,sna1,sna2,tll1,twi1,twi2,z2
VT42805,chr3R,16837219,16839430,0,14,24,23,19,38,30,39,14,18,30,25,36,25,77,277,34,9,8,13,29,43,12,73,39,71,12,19,19,45,11,15,12,13,37,8,15,26,5,21,18,18,10,36.4,74.37,96.798,45.88,0,0,5.73943,4.68592,2.74393,2.13413,1.39617,5.06094,1.38586,1.54399,1.60173,1.50488,4.48175,3.78146,4.27723,1.3043,1.38582,4.93332,4.99833,0,1.88608,1.49329,1.28155,1.75263,1.47181,1.84375,0,0,0,1.21616,3.22266,4.97716,5.0086,1.36881
VT42806,chr3R,16838988,16841143,1,11,24,23,19,38,28,36,17,24,30,24,29,27,64,155,34,20,32,22,46,50,12,73,56,52,36,19,23,45,5,15,10,13,67,10,15,20,3,15,19,23,10,31.6,82.14,96.9,291.09,0,0,8.18556,7.51325,5.04008,2.98516,2.84275,6.6903,1.6278,1.94747,2.75506,4.08989,5.3506,4.41992,4.93615,2.26156,2.01651,6.11783,6.54045,0,3.04895,1.83728,1.57836,2.19747,1.60344,2.66926,0,0,0,1.62402,3.56895,6.73895,6.65017,0
VT42808,chr3R,16842605,16844766,0,13,15,13,21,22,17,33,12,15,22,21,36,34,46,117,38,18,32,19,31,27,8,63,39,66,80,10,40,47,3,15,6,11,62,8,16,20,4,17,21,26,12,27.9,113.553,96.9,48.98,0,0,0,0,1.10803,1.15101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11511,1.03313,0
VT42809,chr3R,16844277,16846549,0,12,21,19,16,25,25,27,12,41,21,21,7,37,66,210,18,27,26,9,31,34,12,63,71,45,16,12,25,58,23,14,9,12,44,9,14,17,3,19,22,20,8,39.35,96.903,105.06,41.54,0,0,1.80697,1.63483,0.910186,1.23949,0,0,0,1.35998,0,0,0,0,0,0,0,0,1.36877,0,1.1867,1.00817,1.01159,0,0,0,0,0,0,1.15839,2.0815,1.03655,1.00275,1.21091
VT42810,chr3R,16846174,16848298,0,13,16,21,11,18,43,27,20,23,24,34,14,20,59,225,22,36,29,18,32,83,5,30,71,53,16,25,25,63,23,12,11,16,43,10,13,20,6,17,16,21,16,24.15,69.93,98.94,41.54,0,0,2.59184,2.40392,2.70634,5.56622,1.89409,2.37647,2.07937,2.00012,1.28529,1.27356,2.43139,1.99863,1.82439,2.2241,1.78009,1.73874,1.52249,1.64985,2.01848,1.42445,1.53511,1.69723,1.76541,0,0,2.03999,0,1.36809,2.72479,2.17288,1.96853,2.30244
VT42811,chr3R,16847945,16850046,1,12,22,18,13,24,58,40,20,30,18,34,14,78,86,142,33,36,29,24,44,72,7,101,45,53,56,13,23,102,18,20,17,13,43,8,21,26,6,19,18,21,16,37.75,69.93,182.58,178.56,0,0,5.25626,2.76224,2.84624,3.71565,2.72298,3.22139,1.67158,1.49728,1.84767,2.69403,1.84854,1.63371,1.70259,0,0,3.22922,3.33614,1.46629,2.5531,1.68993,1.71472,1.56523,0,0,0,1.75009,0,1.28035,2.30266,2.60596,2.6664,1.65366
VT42828,chr3R,16885022,16887176,0,10,14,24,14,22,27,19,0,31,21,10,7,38,76,429,1,66,78,16,28,38,12,21,37,63,32,10,27,66,11,15,7,10,42,8,12,19,3,18,17,21,8,36.05,29.97,105.06,151.9,0,0,0,1.90178,1.66606,5.94697,0,0,0,0,0,0,0,1.52956,0,0,0,1.50916,1.35705,0,1.78422,0,1.29105,1.38234,0,0,0,0,0,1.26687,0,1.68696,1.7728,1.45063
VT42830,chr3R,16888529,16890664,0,15,21,26,15,34,37,27,25,25,29,26,14,51,66,205,19,26,45,18,27,31,14,21,61,40,28,10,27,61,9,18,11,10,48,9,16,24,4,23,25,22,13,43.15,66.6,51,60.76,0,0,0,0,1.26637,1.08389,0,2.20527,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24238,0,0,0,0,0,0,0,0,0,1.17806,1.14165,0
VT42831,chr3R,16890314,16892448,1,12,14,21,13,11,31,29,25,25,31,28,22,51,39,95,29,36,56,14,29,33,27,30,56,34,18,9,25,40,11,19,9,12,48,8,15,19,4,21,22,19,12,29.45,103.896,110.67,386.26,0,0,9.19484,3.02362,4.19456,3.87962,0,3.07687,1.56151,1.79144,2.52907,3.88443,3.51326,3.14753,2.97718,2.8528,2.7632,4.82549,4.31183,0,2.65378,2.51435,3.34264,1.56513,0,1.94736,0,2.96263,0,1.55388,2.60366,6.94531,7.31934,0
VT42832,chr3R,16892004,16894132,1,16,24,18,18,21,46,33,19,15,29,38,22,29,34,100,33,36,28,15,60,64,27,59,63,34,64,18,43,71,24,21,13,10,48,12,15,19,4,22,22,22,12,38.8,108.225,93.84,386.26,0,0,9.19484,3.02362,4.19456,3.87962,0,3.07687,1.56151,1.79144,2.52907,3.88443,3.51326,3.14753,2.97718,2.8528,2.7632,4.82549,4.31183,0,2.65378,2.51435,3.34264,1.56513,0,1.94736,0,2.96263,0,1.5642,2.60734,6.94531,7.31934,0
VT42833,chr3R,16893797,16895944,0,13,21,16,17,22,36,28,0,18,30,18,29,34,35,141,37,28,21,15,27,39,11,37,56,50,97,18,21,41,21,18,13,10,42,11,16,19,3,24,22,21,11,26,70.374,93.84,46.5,0,0,0,1.32075,1.20722,1.29858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84579,1.8966,0
VT42834,chr3R,16895508,16897656,0,16,20,21,18,26,21,23,1,21,21,31,22,29,47,115,12,27,31,16,21,47,4,89,61,59,8,9,30,41,9,18,8,10,47,9,16,18,3,26,21,23,10,40.7,41.07,53.04,93.62,0,0,2.58704,1.22033,1.25797,1.1919,0,0,0,0,0,0,1.98168,1.80614,1.63124,0,0,1.27925,1.35759,0,1.23005,0,0,0,0,0,0,0,0,1.33734,0,1.18986,1.16247,0
VT42837,chr3R,16900708,16902920,1,17,33,32,14,15,27,24,23,7,32,46,14,20,64,134,50,61,15,15,40,44,10,56,63,34,28,21,29,43,3,19,12,14,42,8,19,22,3,22,19,18,9,43.55,84.36,133.518,156.24,0,0,3.8845,3.27653,1.64747,1.85111,3.00314,2.69157,0,1.395,1.9559,2.74263,1.5888,1.72056,0,2.08433,1.85205,3.66428,3.55063,0,1.64842,2.45328,2.92221,1.47205,0,3.07545,0,1.81679,0,0,2.39054,2.04527,2.00959,0
VT42838,chr3R,16902468,16904576,0,16,35,33,11,7,23,23,0,13,12,11,7,32,74,94,22,12,14,16,16,23,10,99,32,42,40,12,25,34,17,17,9,13,42,10,16,27,4,19,24,24,10,36.9,45.51,59.772,36.58,0,0,2.80988,2.26372,1.3685,1.41709,2.11488,2.18261,0,1.29373,1.41053,1.44306,0,0,0,1.75389,1.4142,2.85695,2.67933,0,1.46149,1.71602,1.89182,1.33795,0,1.95329,0,0,0,0,1.80053,1.36504,1.43121,0
VT42839,chr3R,16904256,16906326,0,17,21,25,19,14,22,26,29,29,23,31,29,60,68,111,4,17,41,21,23,18,8,37,31,14,60,19,28,71,15,16,9,11,56,8,18,26,4,29,24,22,10,42.2,63.714,83.64,39.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT42840,chr3R,16905951,16908089,0,17,20,24,18,6,19,22,27,29,23,15,29,60,55,125,33,20,15,21,23,24,17,37,69,46,64,17,22,59,7,14,12,9,39,8,17,26,4,19,20,25,10,40.2,69.93,54.468,92.38,0,0,0,0,0,1.14804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21493,0,0
VT42842,chr3R,16909393,16911576,0,21,29,25,18,16,18,29,9,23,22,22,36,21,69,174,16,30,33,12,26,25,8,21,63,45,48,10,21,40,7,16,12,8,31,9,19,26,4,24,21,21,12,34.25,86.358,46.92,57.66,0,0,1.92577,1.35281,0,1.63747,0,1.9214,0,0,0,0,2.03724,1.81623,1.91169,0,1.5294,1.38894,1.31193,0,0,0,0,0,0,0,0,0,0,0,0,1.00386,1.13148,0
VT42844,chr3R,16912825,16915068,0,18,15,20,15,17,18,22,47,13,21,23,14,40,64,135,12,26,7,13,17,29,8,16,24,51,28,8,20,45,12,10,9,9,34,6,11,19,3,20,18,18,8,23.8,61.05,41.82,138.26,0,0,2.5008,1.60865,1.51448,2.22703,1.41781,1.53186,0,1.31189,1.25826,1.36113,1.41934,1.32757,1.32979,0,1.27123,2.24221,2.02408,0,1.35598,1.08157,0,1.56857,0,0,0,0,0,1.21478,2.31631,1.2811,1.26413,0
VT42846,chr3R,16916453,16918594,0,15,19,20,16,12,12,34,7,13,20,25,14,25,56,170,37,10,90,22,17,27,8,49,52,65,76,7,24,47,13,15,15,12,46,12,14,21,3,17,18,23,12,44.15,71.706,70.38,101.68,0,0,1.72906,1.43715,0,1.15948,0,0,0,0,1.2822,1.55697,1.83533,1.92343,0,0,0,1.85517,1.57025,0,1.24518,0,0,0,0,0,0,0,0,0,2.24121,1.2996,1.32464,0
VT42848,chr3R,16919800,16922009,1,13,24,16,15,22,20,21,30,24,12,15,14,30,62,296,46,26,46,13,124,238,17,58,50,32,72,11,29,49,13,15,9,7,51,11,11,16,6,26,22,23,7,37,63.27,155.04,571.02,2.16561,2.08521,6.79371,7.14305,2.57426,5.88379,0,10.1075,2.17044,1.97311,1.59169,1.97399,4.32001,3.93032,4.04225,3.19481,3.38682,5.589,4.91702,0,2.76694,2.22895,2.8058,1.63185,0,0,0,4.1,0,1.32191,2.6531,4.79655,4.56822,0
VT42849,chr3R,16921660,16923767,1,20,18,23,15,20,29,15,12,15,16,25,7,16,104,365,21,17,42,4,66,123,5,30,50,58,28,8,19,44,11,15,7,9,51,9,11,18,2,18,20,20,9,27.25,55.056,84.66,571.02,1.91648,1.91648,6.79371,6.59967,1.882,4.48394,0,9.99524,2.01311,1.87719,1.54056,1.9597,3.96091,3.52486,3.65024,2.75301,3.12475,5.589,4.91702,0,2.68188,1.95667,2.37433,1.47721,0,0,0,4.01148,0,1.26893,2.86392,2.65324,2.82548,0
VT42850,chr3R,16923371,16925576,0,20,18,23,14,31,29,32,12,15,13,35,14,30,68,245,16,8,69,18,66,123,14,30,34,58,44,12,29,60,15,15,7,9,48,9,12,20,3,19,21,18,9,30.4,61.05,84.66,203.36,0,1.40034,2.84775,1.85625,1.65974,4.48394,0,0,1.8088,1.77682,1.30554,0,0,1.48583,1.64821,0,0,1.43483,1.33313,0,2.17152,1.1755,1.44263,1.47721,0,0,0,0,0,0,2.86392,1.77978,1.90494,0
VT42851,chr3R,16925127,16927349,0,9,10,14,14,20,15,28,13,15,7,23,0,36,35,127,29,13,21,12,9,12,8,9,50,42,64,18,21,45,9,14,5,7,50,10,10,13,3,17,20,14,12,17.7,42.18,64.26,17.36,0,0,0,1.3046,0,1.24547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18127,0,0
VT42852,chr3R,16929410,16932478,0,20,25,27,21,16,18,18,17,40,22,23,22,44,50,141,39,30,31,27,19,14,15,23,30,17,68,10,25,53,13,19,9,6,56,6,10,18,2,27,24,24,12,27.2,41.07,68.34,93,0,0,0,1.33423,1.34333,1.117,0,0,1.58339,1.29139,0,0,0,0,0,0,0,0,0,1.39808,1.23195,0,0,1.46613,0,0,0,1.84762,0,0,0,1.15587,0,0
VT42854,chr3R,16934736,16936851,0,18,23,26,21,22,20,28,24,25,25,13,29,26,100,300,43,12,31,10,63,135,14,54,82,71,36,10,19,52,15,21,8,10,48,12,17,19,9,25,23,27,15,60.9,87.69,53.04,595.82,0,1.45495,3.0296,3.11966,2.28126,3.78192,1.84977,2.01376,1.98322,2.10213,1.53734,1.57097,1.83623,1.7716,1.52922,0,1.58094,2.30336,2.27645,1.38508,4.10532,1.55156,1.83121,1.77769,0,0,0,1.95268,0,0,5.10903,2.49794,2.59999,1.33862
VT42855,chr3R,16936443,16938643,0,18,15,24,21,14,21,20,24,25,20,22,29,16,100,251,25,12,33,11,63,135,15,35,82,44,60,11,20,54,7,15,9,10,40,12,17,19,9,26,23,27,18,40.2,54.39,69.054,212.908,0,1.40526,3.0296,3.04654,2.25122,3.75343,1.60214,2.00199,1.97976,1.95488,1.53734,1.57097,1.56612,0,0,0,1.416,2.04412,2.09892,1.29501,3.8005,1.44814,1.77481,1.52611,0,0,0,1.57461,0,0,5.10903,2.42539,2.52794,0
VT42856,chr3R,16938266,16940430,0,12,21,21,13,31,21,26,0,21,20,38,22,23,96,346,24,38,38,18,18,24,11,37,32,50,84,10,36,74,15,18,8,8,37,7,16,25,4,25,25,19,11,36.85,45.51,76.5,58.28,0,0,1.84303,1.33822,1.15352,1.3907,0,0,0,0,0,0,0,0,0,0,0,1.69375,1.51536,0,1.062,0,0,0,0,0,0,0,0,0,1.38228,1.04778,1.18961,0
VT42858,chr3R,16941748,16943927,0,10,15,18,24,15,16,31,7,8,18,26,18,17,59,243,35,33,29,22,33,56,5,66,30,27,24,8,15,39,13,14,4,6,34,8,10,13,3,16,23,26,12,20.2,51.06,24.48,142.538,0,0,2.65549,2.81896,3.07892,2.13735,0,1.88403,1.55891,1.62017,0,0,0,0,0,0,1.59813,1.56783,1.5498,1.32873,2.03681,1.21436,1.24969,1.5313,0,0,0,0,1.58863,2.40191,2.36184,2.16505,2.29709,0
VT42863,chr3R,16950676,16952842,1,11,18,27,17,21,13,18,20,14,15,16,36,62,78,245,40,22,12,27,21,45,22,44,72,42,52,14,19,53,21,22,10,9,51,9,10,20,5,17,24,24,13,35.2,44.4,73.44,298.22,0,0,5.18268,2.9997,1.91798,1.8331,0,2.51635,1.45196,1.53047,1.38736,1.48063,2.33393,1.75645,1.92375,0,1.5419,2.49963,2.485,0,1.82574,1.73273,2.00056,0,0,0,0,1.72893,0,0,3.76115,2.15989,2.15617,0
VT42866,chr3R,16955998,16958073,0,16,21,18,19,7,19,26,15,14,23,13,23,22,66,96,15,28,16,9,22,25,14,33,30,55,48,9,34,57,25,14,9,11,38,10,15,18,2,35,18,25,10,40.45,36.63,47.94,93.62,0,0,1.19049,1.54249,1.12942,1.47165,0,0,0,0,0,0,0,0,0,0,0,1.29235,1.65384,1.3327,0,0,0,1.41125,0,0,0,0,0,0,0,1.38345,1.3823,0
VT42867,chr3R,16957698,16959887,1,18,23,25,15,16,14,18,5,18,29,11,14,27,89,438,38,10,25,13,35,173,14,52,17,40,44,10,23,70,11,17,7,5,44,7,9,14,3,17,25,19,12,35,56.61,134.64,57.04,0,0,2.27863,1.66419,1.52479,2.60216,0,0,1.5141,1.53162,1.23101,0,0,0,0,0,0,1.28081,1.65384,0,1.58769,1.25345,1.25287,1.41886,0,0,0,1.423,0,0,0,1.97005,1.89651,0
VT42870,chr3R,16962940,16965215,0,19,21,17,17,15,25,24,27,15,17,18,58,27,45,178,12,24,38,11,18,29,8,40,55,29,64,17,24,51,26,22,9,9,45,7,9,18,4,20,24,23,13,35.3,119.88,37.74,82.15,0,0,3.16478,1.19127,0,1.61672,0,0,0,0,0,0,0,0,0,0,0,0,0.963713,0,0,0,0,0,0,0,0,0,0,0,0,1.25237,1.33089,0
VT42874,chr3R,16970159,16972345,0,18,18,19,17,19,12,10,13,9,23,13,7,21,75,225,29,24,27,21,100,160,7,42,22,47,76,9,26,59,13,16,5,9,50,8,19,14,4,23,21,20,14,29.15,66.6,96.594,77.314,0,0,2.03159,4.13612,2.07079,3.61218,0,0,0,0,0,0,1.62219,1.54996,1.4728,0,0,1.54033,1.50565,0,1.52665,2.04469,2.63812,1.37179,0,0,0,1.47741,0,0,0,2.51859,2.42914,1.43067
VT4291,chr2L,8527996,8528710,0,17,19,19,15,23,26,21,1,31,110,199,22,21,24,34,7,38,42,12,97,179,18,16,250,949,48,12,205,874,13,15,22,19,45,11,24,32,4,17,27,23,10,23.05,57.72,60.18,29.76,1.37048,1.37504,1.94898,1.54885,1.24298,1.6878,0,0,0,0,1.43132,1.62944,0,0,0,0,0,1.50074,1.25295,0,1.44206,0,0,0,0,0,0,0,0,1.36243,0,1.17381,1.14595,0
VT4293,chr2L,8529144,8531238,0,11,11,15,13,20,13,33,17,24,15,30,0,31,13,56,12,8,11,29,25,37,11,21,28,40,44,11,18,34,13,21,9,6,45,4,12,11,4,17,30,25,11,33.5,58.83,33.66,73.16,1.15496,0,2.34119,2.00835,0,1.19984,0,0,0,0,0,0,2.71077,2.41918,2.58333,0,0,1.36396,1.41952,0,1.21773,1.33984,1.58225,0,0,0,0,0,0,1.27719,0,1.21247,1.11254,1.25504
VT4296,chr2L,8533594,8535833,0,15,14,26,18,17,17,21,15,18,20,13,7,45,52,15,22,20,24,14,10,18,15,44,58,27,28,13,25,23,17,16,12,5,40,6,9,16,4,26,22,25,13,28.95,19.98,42.228,42.78,0,0,0,0,1.27618,1.66363,0,0,0,0,0,0,1.85867,1.74183,0,0,0,1.25436,1.29946,0,1.28131,0,0,0,0,0,0,0,0,1.23196,0,0,0,0
VT4298,chr2L,8537884,8540520,0,10,13,22,13,22,16,11,13,15,15,17,22,22,27,27,12,16,27,15,7,12,5,26,48,47,12,9,11,17,11,11,4,5,44,3,8,10,2,15,19,19,9,15.35,31.302,60.18,46.5,0,0,0,1.22841,1.31926,1.04815,0,0,0,0,0,1.38733,1.43846,0,1.59476,0,0,0,0,1.2357,1.23724,0,0,1.45282,0,0,0,0,1.36879,1.21356,0,1.14644,1.0873,0
VT4299,chr2L,8541347,8543373,0,8,7,5,17,13,7,14,36,17,11,18,14,26,21,11,35,28,20,14,11,20,12,26,39,27,36,7,11,13,1,10,3,2,37,10,6,8,4,20,21,18,8,13.95,66.6,87.72,109.12,1.24453,1.53203,1.88783,2.52811,1.65869,3.23344,0,0,1.42943,1.65513,1.23498,0,1.45358,1.64535,0,0,0,1.69654,1.55119,1.34063,2.85054,1.33526,1.45147,0,0,1.80673,1.51993,1.81884,0,1.21732,2.54425,1.73842,1.771,1.27597
VT43014,chr3R,17235125,17237344,0,12,10,19,16,16,9,13,15,30,10,15,7,29,42,36,46,21,32,11,9,11,15,40,26,23,89,8,17,27,23,13,4,4,40,4,3,6,4,21,12,20,12,34.3,71.04,30.6,40.3,0,0,0,0,0,0,0,0,0,0,0,1.36449,0,0,0,0,0,1.38935,1.36364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT43015,chr3R,17236958,17239148,0,8,8,22,14,14,13,14,22,19,17,10,7,35,36,25,12,45,24,12,5,13,7,26,26,42,97,15,17,18,25,16,6,8,33,4,3,5,4,13,13,19,10,20.1,42.18,69.36,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT43018,chr3R,17242240,17244361,0,13,11,16,17,25,14,18,30,19,15,13,29,35,32,46,8,5,23,23,12,17,15,65,54,27,67,22,18,19,19,15,5,8,53,6,5,9,2,26,20,21,12,29.65,22.755,37.74,36.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25659,0,0,0,0,0,0,0,0,0,0,0,1.12487,0
VT43029,chr3R,17262084,17264226,0,14,15,20,15,25,13,18,14,21,12,13,22,21,34,36,56,8,11,33,14,15,11,56,50,93,44,9,25,17,7,13,6,8,47,4,5,5,4,25,15,15,9,28.2,38.295,61.2,49.6,0,0,0,0,0,0,0,0,0,0,0,1.21243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20823,0,0,0,0
VT4304,chr2L,8550336,8552508,0,13,14,15,13,11,13,21,20,18,21,15,7,46,33,32,14,15,18,16,15,16,4,80,46,27,28,13,25,32,11,19,7,6,48,4,9,15,4,19,19,17,9,26.55,25.53,79.356,67.58,0,0,0,1.33833,1.66312,1.08988,0,0,0,0,0,0,0,0,0,0,0,1.31841,1.29411,0,1.29064,0,0,0,0,0,0,0,0,1.18985,0,5.09559,5.02642,0
VT4305,chr2L,8552017,8554216,0,14,23,18,15,20,20,20,4,25,20,21,14,25,32,32,8,12,29,15,11,21,20,54,32,53,89,11,15,30,9,14,11,9,45,5,9,17,6,27,21,21,10,35.85,39.96,49.98,65.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26948,0,1.24235,1.19655,0
VT43054,chr3R,17305615,17307922,0,17,14,21,14,9,8,13,13,10,12,16,29,41,28,38,21,9,16,23,8,14,11,26,43,27,72,11,12,24,39,11,5,9,40,4,5,9,4,19,18,22,12,30.75,57.72,77.52,70.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3662,1.3659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT43059,chr3R,17314350,17316532,0,12,14,17,15,30,13,15,36,35,26,20,22,26,17,38,48,14,11,16,9,17,10,68,43,93,68,12,18,32,21,21,6,7,42,7,5,9,3,19,16,18,11,25.5,47.619,26.316,31.62,0,0,0,0,1.23613,0,0,0,0,0,0,1.46077,0,0,0,0,0,1.28516,0,0,1.21586,0,0,0,0,0,0,0,0,1.22765,0,1.14883,1.18633,0
VT43061,chr3R,17317895,17320053,0,13,17,29,19,14,16,22,8,17,11,36,29,34,16,37,29,29,22,17,7,16,12,57,54,49,0,15,13,18,9,20,9,8,45,7,7,8,4,24,11,16,10,29.5,54.39,37.74,71.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35921,0,1.2337,0,0,0,0,0,0,0,0,0,0,0,0,0
VT43063,chr3R,17322760,17324945,0,13,21,22,19,38,11,13,11,35,21,25,14,37,28,56,8,13,24,16,12,16,14,82,39,58,76,12,17,28,25,20,7,7,62,7,6,7,4,22,13,32,13,38.3,45.51,46.92,66.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT43064,chr3R,17324469,17326616,0,14,13,17,15,23,7,27,30,35,13,18,14,29,24,50,45,27,25,16,8,16,8,44,54,42,145,22,10,35,13,20,7,8,42,7,6,8,6,24,15,23,13,32.2,48.84,37.434,77.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17735,0,0
VT43066,chr3R,17327831,17329923,0,19,19,23,17,12,9,9,22,24,12,13,29,30,38,64,12,21,41,27,11,16,5,46,19,53,93,10,23,33,11,15,7,8,45,5,5,7,4,16,14,23,8,38.4,36.63,51,55.18,0,0,0,0,0,0,0,0,0,0,0,1.14141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20151,0,0,1.23173,0
VT43067,chr3R,17329489,17331588,0,21,17,28,17,12,17,20,9,18,10,25,22,27,25,64,31,29,51,25,11,11,1,96,50,49,121,12,13,30,11,23,9,7,52,6,5,11,3,26,21,23,13,33.7,26.64,36.72,46.934,0,0,0,0,0,0,0,0,0,0,0,1.66948,0,0,0,0,0,0,0,0,0,0,1.22195,0,0,0,0,0,0,1.28616,0,0,0,0
VT43068,chr3R,17331210,17333351,0,12,18,19,11,14,9,15,26,40,22,10,22,27,17,22,31,29,21,12,7,11,12,59,21,30,24,10,11,30,3,15,9,7,39,6,4,7,4,26,16,17,8,20.45,33.3,36.72,73.78,0,0,0,1.39509,0,1.09005,0,0,0,0,0,0,0,0,0,0,0,1.30747,1.25569,0,0,0,1.22195,0,0,0,0,0,0,0,0,1.03259,1.06204,0
VT4307,chr2L,8555585,8557737,0,15,15,19,16,17,21,17,15,30,12,23,22,27,17,42,23,58,21,13,16,22,14,66,50,50,80,11,18,19,11,24,10,9,50,7,7,14,6,17,23,23,13,25.65,33.3,69.36,105.4,0,0,0,1.2249,0,1.11192,0,0,1.52739,1.36579,0,0,0,0,0,0,0,1.30066,1.29916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT43070,chr3R,17334462,17336652,0,14,23,24,23,31,11,13,19,17,21,43,14,41,28,40,20,13,32,19,23,20,12,49,43,97,84,16,18,35,5,18,8,7,49,9,5,10,4,19,19,23,13,30.4,41.07,80.58,116.002,0,0,0,1.30679,0,1.14586,0,0,0,0,0,0,0,0,0,0,0,0,1.22398,1.32267,0,0,0,0,0,0,0,0,0,1.39985,0,1.30654,1.33303,0
VT43071,chr3R,17336232,17338339,1,13,23,23,14,8,6,12,19,26,20,43,14,34,17,25,16,14,13,6,15,22,14,33,40,30,44,16,14,16,5,16,6,6,49,8,4,10,3,32,17,18,10,27.7,43.29,88.944,116.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25552,0,0,0,0,0,0,0,0,0,0,1.44858,0,0,0,0
VT43072,chr3R,17337945,17340027,0,17,13,26,14,10,13,10,15,13,12,26,14,34,34,60,17,7,15,26,9,13,10,78,40,30,72,13,17,13,21,14,6,10,28,5,3,7,3,32,17,18,10,25.6,32.19,44.88,92.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT43074,chr3R,17341333,17343408,0,13,12,24,16,13,12,13,14,23,16,13,7,31,18,48,43,13,27,12,7,9,17,89,48,59,64,5,16,34,3,18,8,6,33,6,6,4,2,20,22,21,9,21.65,50.616,23.97,29.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT43075,chr3R,17343012,17345116,0,17,19,23,22,19,12,17,2,32,16,13,7,21,25,77,12,13,59,24,11,22,8,103,37,68,36,7,30,26,3,19,10,9,50,7,6,9,5,15,16,22,10,41.35,48.84,43.86,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2912,1.29901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT43077,chr3R,17348209,17350270,0,21,13,25,17,23,6,14,10,38,21,30,44,16,29,23,29,28,24,14,8,17,7,30,53,52,109,12,25,39,21,20,11,12,56,7,9,10,3,24,13,20,9,36.6,47.73,37.74,32.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47081,1.54535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT43078,chr3R,17349950,17352039,0,13,12,25,16,23,16,13,23,9,25,16,44,21,28,26,23,1,32,12,12,11,7,40,30,46,40,9,23,32,19,17,6,11,42,7,9,9,2,24,16,24,13,23.4,37.296,57.12,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
